sentiment,comment
0,感觉自己突然之间老了好几岁，让我好吧，我不想成药罐子，也不想在医院
1,纪念广义相对论百年1915.11.25-2015.11.25。1915年10月与11月。爱因斯坦集中精力探索新的引力场方程。先后于11月4日、11日、18日和25日，每周一次，一连四周向普鲁士科学院递交了四篇论文。终于得到了场方程，并对水星近日点进动给出了满意的解释。致敬理论巨著100years百年纪念。
0,当此时此刻开始内心没有那么平静的时候，其实最重要的原因是因为懒惰，时不我待，等有何用，毋需多言，赶快睡觉???
0,昏昏沉沉还有那么多作业没改这个感冒要到什么时候才好发音都困难了
1,刚看《咱们穿越吧》，这位专家的名号真叫人虎躯一震
0,买了两个佳洁士双十一产品赠了两个鹿晗吃货箱今天不在家我妈竟然收拾屋子都给我扔了！！！！我是为了箱子才买的东西呀！！！！！！气死我啦
1,加油！加油！给自己一个大大的拥抱汗微笑
0,以前我总担心失去谁…现在想想其实有谁担心失去我
0,倒霉到家了，大早上身份证给丢了，气死
0,我这种嗜睡入命的人竟然失眠了，真心难受
0,喊十次，吃一口泡面…这就是我的人生。
1,亲们好，欢迎到店咨询，纯天然燕窝，马来西亚进口，价格美美哒
0,如果我交到这种男朋友我分分钟一巴掌拍死他
0,道德严重扭曲！出来还是会继续害人，终生囚禁让他在监狱里一辈子捡肥皂自己撸
0,觉得今年干的活儿比我过去21年加起来都多靠在外面当牛做马累成这鬼样子我还不如帮爹娘干点活呢负能量真是快要把我压垮了
0,我特么快被快递气死了，谁来拯救我，啊啊啊啊啊
1,我喜欢定廷欧巴和小小Mina之间的友谊
0,生活，要不要这么操蛋。过不出自己想要的，还不是自己造成的。
0,唉，每晚十点左右截止数据，做二十分钟表格发出去，我好想睡觉啊，我比别人干的多，加班加点，还是那点破工资。凭什么一个办公室他们可以休息，凭什么，什么鬼
1,以后的自己会感谢现在的自己吧爱上未来的自己。碎觉
0,只想安静的约个人去次面可是都好忙啊
1,据说北上广的幸福指数最低，在我看来幸福要看自己的内心世界，你们觉得呢？
0,最揪心的事在我最着急的时候你确实红灯！
0,吃进去的东西再吐出来的心情，劳资真的要分分钟剖腹自尽
0,我的双下巴已经发展到很难P的程度了
0,我不是忘不了你，我只是还想等等你
1,#岛上第一百四十八天#不管他国怎么诋毁我们国家，不可否认的是我们的国家给予了我们安全感，尽管会有这样那样的问题，可我们不会害怕会不会有恐怖袭击，不会担心流离失所，到哪都会想着“不行我还能回去”[中国]
0,看了太多负能量的新闻，后知后觉的难过
1,对于未知、变化、无能为力、别人的看法，多少都有恐惧，因此停滞不前。但时间会流逝，梦想也会。因此别让恐惧挡住了前进的道路，今天是你所拥有最宝贵的财富，一切从今天开始！生活，就是煮一壶月光，醉了欢喜也醉了忧伤。[惊恐]
0,领导不给签字、我还不能走了对吗？！拿来的狗屁规矩
1,热腾腾的年糕团，油条+肉松，好吃
1,终于刷完了，最后三集满满的泪点，其实还是特别心疼秀雅，贺俊，老实来说，我可能也没有像妍斗那种方式的幸福自在过，对于父母期盼值更感同身受点，还好，最后，都如释重负，不要相信大人们说的明天幸福，活好当下，秀雅，晚安
0,早起......都要出发了，隐约觉得不对劲，才发现那小孩儿在被窝里抽泣半天了印象里好久没因为我出差有过这样的反应了，心里好难过?一直以来的努力坚持瞬间崩塌了也不知道这份坚持到底还要不要继续......
1,祝自己?生日快乐。总感觉这个生日尤为特别（有些事不是你忘不了而是你不够自私）
1,回程的大巴上，居然放着小志的歌，还有MV，心里略激动，连沉闷的空气视乎都好闻了些
1,看看电影，喝喝咖啡，聊聊天～空气都美美哒！??前任攻略2确实好搞笑
1,相爱，就要天天爱，爱到死，爱情是生命中多么美好的事情呀！
1,发酵了的葡萄汁和你都是可以让人快乐的事
0,此刻心情只有它能表达===????????????????????????????
0,现在尽力想找忘记的方法就像感冒了找药吃一样因为撑不下去累了
0,最近打麻将都是输，请问负负可以得正吗？
0,你在上厕所，隔壁有个男的，什么感觉，无语了
0,每每到这个时候都觉得烦躁，郁闷，压力大濒临崩溃！真的好讨厌三基啊
0,等你等到花儿都谢了@梦与你_leo
0,我的心好痛不就是昨晚看了会儿动图吗
0,靠(*￣m￣)竟然还有蚊子咬的我都睡不着
0,别人家的和我家的，皮绳对比，鞋型对比。图一二是淘宝上很多的江苏镇江货，走货量也相当可观，先不去说是不是皮毛一体这事，就算人家也是皮毛一体。鞋子重要的是鞋型，高帮高度，鞋头全部和原厂不同，这个好不好看，就看鞋型，不然伸出去不就是个肉蹄子么
0,中午值班的时候，接到电话，问：xx在吗？我回答：不在，就我一个值班。接着又问：xx在吗？我：不在！又问：xx在吗？我：没在！又来一次：xx在吗？我：都跟你说了就我一个值班，还一直问？那个人又说：怎么你们办公室一个人都没有啊！他妈的，我不是人吗！！真的是火了
1,研?表示今年生日的长寿面特别好吃！！！珍惜每一位陪在我身边的人～希望在22岁的以后，实现我的目标，勿忘初心，勇往直前
0,一个接一个的受伤，甚至还住院……可我却无能为力……这就是我爱你们的无奈……你们受伤了，我只拥有知道的权利，真的好想……
1,ww的早餐小米粥，芝麻糊，黄心红薯，鸡蛋。粥煮的越来越好了，芝麻糊里加了妈妈炒熟的黑芝麻，黄心红薯没有自己种的好吃，但是也很甜。
0,一个好好的下午被一台打印机折磨死了
1,看了部又像『那些年』，又像『初恋那件小事』的电影，喜欢上了主题曲，也不知道自己跟隔歌词里的故事有什么关系，就是觉得，能遇见那些人，都是我的小幸运。
1,好久好久没有出来聚聚…聊得好high
0,我弟叫我要做个文艺女青年，这要求会不会太高啦！
1,好享受这几天的生活，差不多每顿饭都能和小宝贝一起吃，早上起床就能看到亲爱的，晚上送你回去一起自习
0,有时候十分庆幸不是原著粉，甚至不是作者粉，看到那些还在努力洗白的，real尴尬。
1,走在大理熙熙攘攘的街头，这是我的家乡啊
0,死到臨頭了不知道的一群傻逼夠，真以為你們多屌嗎，還不是被我們耍的團團轉，真是太tmd天真了，情商是負數？真想像不到你們在屏幕那罵人的猥瑣表情，噁心
0,这里没人认识就想大吼几声烦烦烦烦死了
0,怒喝一杯渣渣咖啡累TM死我了猪队友猪队长??
1,健身过后来一顿清淡火锅也是不错的、小伙伴们都蛮给力的
0,我已经不想再说什么了，Alex已帮我剪了十五分钟的白头发！！今天是让人心碎的一天，也是做为80后的我，开始服老的第一天
0,我拯救不了你的坠落，没关系，因为我也一样堕落
1,太是给力了，这节奏很是让人好奇呢。
0,实实在很郁闷(ca)！老子每天饿的前胸贴后背每天坚持锻炼一丢丢都不瘦，看着一群小婊砸每天吃吃吃怎么也不胖，心里极度极度极度不平衡，为什么这是为什么！！
0,到韶山了晕车想吐又是培训脸色很差
1,今天G7209居然用CRH380D！
1,今天拼了一半...进度很慢因为第一次拼...但是躯干已经可以动了！好开心！
0,妹的。等哪个公交车哪个公交车不来。14路，2路都各过去几辆了！
1,第三年，我发现有些书就是应该再读一次，甚至多次。常读常新，像老朋友又回到了身边。曾经不耐烦看的章节，如今却能细细品味，像是作者对我耳语，同我交流。
1,我的头发很油，有上班时间溜出去洗个头发，造个型的小冲动！现在的小日子太牛逼啦！
1,"和工作无关。而是命运中出现的插曲太多,呆萌傻的角色难继续，一不小心就真了。要考虑的事情开始变得多起来，再懒再不情愿也要逐一面对。盼能有个圆满。"
1,轻断食感觉蛮好的，搭配运动减肥，不会很煎熬。以后就这样5：2轻断食了。又狠心的话我就4：3。要我一点都不吃，不可能！！！
1,早餐吃得好，一整天都有精神！新的一天开始了！又是美好的一天，希望今天可以收入260
1,第一场雪把自己搞的哭笑不得，朦胧的早晨格外美好，上班路上把自己逗笑了，两轮车变成四轮车，15分钟的路程走了一个小时，对于今年的雪，我只能呵呵哒。欢乐多。
1,第一次，在自己公司喝着自己公司的产品！感觉很幸福……
0,睡到一半就发现自己干了件蠢事，早知道我就不系统升级了，可是没有早知道
1,今天醒得特别早，一睁开眼，全是阳光照进来，满满的幸福感早安
1,第一次把头发扎了起来，哈哈哈个个都认不出我了
0,停电夜晚激情四射的少男少女们打扰我休息
0,挺大岁数的人发誓竟做不到！光说不做！是不是太可耻啦！
1,第一次打匹配杀了那么多人拿了二十几个辅助有点激动所以明天要努力学习～晚安咩我等着放假你教我打！
0,我双十一的战利品就这样弃我而去我的心！好！痛！
0,每个说着随缘的人，心里都是看不开的。
1,客人夸房间好温馨???多多感谢我们的大Y???好羞羞
1,第一次给小伙伴过生日夜不归宿，有点兴奋。
0,金谷园风流事随着主人的消逝而到尽头。
0,第一次果断被拒，说什么方向错了，他们是做分析的，可我也是在分析啊，刚好一周，让我哭会儿明早打好鸡血继续加油！
1,皮肤过敏，这皮肤过敏范围好有爱意。太幸福了！上班我是不担心，因为这是爱的吻痕！
1,第一次煎鸡翅，腌了12个小时哦！自我感觉还是挺良好的
0,中通快递，差差差！走了这么多天还没走拢重庆，更莫名其妙的是到达重庆中转站后又去万州了，不知道我是在主城区吗
0,这种它妈黑社会直接开枪爆头就行，
0,你们下饭是菜~让我饭下饭~不说了~我刨饭克哦~我怕一哈饭都不让我吃
1,世界上没有任何一种爱可以比过妈妈对你的爱，曾经我以为真的有，可事实上，除了妈妈，世界上再也没有什么人可以有爸爸妈妈心疼你，爱你，关心你，理解你……
0,脖子落枕了，以后再也不半夜刷微博了
1,如愿以偿住到静安区今年折腾够了嗯该我享受的时候了
1,有时候，上天没有给你想要的，不是因为你不配，而是你值得拥有更好的。不要因暂时的失意而萎靡，而应向更美的未来去努力。
1,离不开你，真的离不开你！想到曾经的那一刻就觉得心好痛！我就是想和你在一起…就这么一直！
0,小等，为什么我一直是11级？难道升12级有秘籍？@微博等级
1,第一次生日遇上初雪中国也流行初雪了嘛好开心好开心希望今后都可以这么开心美好的日子晚安我的世界
0,我也是衰下午一头撞到柜子上也就算了刚刚下床又撞到了头妈的气死了
1,来到这个新城市让我感觉很温暖，开始喜欢它了
1,好想去西藏徒步啊，希望明年能实现！
1,今晚高中群里突然炸了看到这些照片全都能想起来乐死了
0,第一次微博评论辣么多赞，你就删了我的评论，我跟你无冤无仇，你为何如此见不得我好
1,终于可以不受打扰安静的随时随地读书了
1,第一次修出这样的图！哈哈?好喜欢这种睡啦～晚安
0,上次飞兰州有个傻叉就在下降差不多距地面百米的时候打了两个电话，当时气的想报警啊
1,那些和我一样被MV炸得睡不着的小伙伴们你们好啊，期待明天正式上线
1,很开心我的世界里出现了一个令我感兴趣的男人。
0,真的恨死这个表情了，总是提醒我无处安放的占有欲不能死得其所……吹一阵深秋的风，我瞬间就苍老了十岁。你们不会懂的！吃饭！
0,生活就是这样，越是得不到越是想要，越是轻易可得越是不去珍惜，场景总在重演，，，
1,只有不断努力让自己越变越好只有足够强大了才不会在意他人只有越来越勇敢才不会害怕。
0,她说，那时候也是这样冷的冬天，一下班就迫不及待出发，想要见到他，想要拉到他的手，想要埋进他的怀抱。她说，后来想想，喜欢和迷恋的并不是那个人，而是那情那景下恋爱的感觉。
1,即便您贵为王，也阻拦不了梦中故人向你走来吧！说的太棒了
0,今年第一次被放鸽子！！！！！！
0,今天好背呀，??一天工作都不顺，打一个挂一个，好伤心
0,没想到我上班后最大的困扰竟是和一个男孩子长相和性格打呼噜说梦话又看不起全世界所有人的高傲的研究生共处一室呼噜声不断你可能睡好我本很注重睡眠奈何最近黑眼圈随身携带眼已经挣不开看不见标点在哪
1,旅行最好别一群人去，这样去看的就真的是风景了。独自或搭个伴，对风俗人情多一分感悟，对旅途细节多一分遐想，或许这样的旅行对人生才有帮助
1,第一次坐这么高看戏，有点晕！演出很顺利，美丽的张老永远是我们心中的女神！
0,有时候被身边的人误会了，你就不要再去向他解释了，既然他不相信你，你干嘛还要去解释。就算解释你赢了，你也赢不了他心里对你的信任
1,来反馈啦，真的很感谢啊，你们觉得好就好，看图中你背着它确实是蛮好的呢
0,真是受不了老拿学历来说事，再这样，老子不陪你玩了
1,"巨婴忙内,打哥狂魔,中二患者,朗明菠萝,GOT7团霸总裁生日快乐!"
0,第一颗智齿是杰伦结婚的那天，今天是第二颗。希望再也不要长智齿，虽然医生说每个人有四颗。智齿是最痛苦的事情没有之一！！留下心灵阴影
1,所有人都在前进、在变化，愿一切都好
1,今天回老家三代同堂都聚一起了老.中.青
0,相爱的2428天今天非常不开心但是也是非常开心不为了一些蝇头小利搞得自己不愉快！而且今天受了冤枉非常不爽我草这种冤枉我受不了老子是受不了了所以老子也不干了说那么难听的话请你照照镜子看看自己有没有资格说这种话搞清楚状况不要侮辱人！做好自己再来管理别人真噁心！我爱你宝贝晚安
0,鼻子刚通气，眼睛又红了，眼睛刚好点，嗓子又坏了，巨疼，就这样不停的恶性循环，小毛病也很折磨人，什么时候是个头
0,劳资游戏都不玩了守着直播你就给我看走来走去的红马褂！我不管我要看牛鹿！！
1,因为有你，所以渴望。但我从现实差距中听到了失望，于是说服自己，一个人行走。
0,151114演艺家中介《游击队约会》采访中，秀智在给爸爸录视频信时，万千思绪不禁落泪
1,在我看来，这种格调高雅的仪态丝毫未经预演过。
0,看场国足国家队的比赛能气死你！蜗壳输比赛都没这般生气。
0,点几次重辣愣是没吃出辣味，实在无法在重辣后面加一句辣得流眼泪。尼玛，这回不光流眼泪，这是辣得胃病都要复发的节奏，这老板娘是故意的吧，嫌我在你们吃的次数太多了是吧？真是恶毒
1,我只记得那天我等了好久好久。久到我都快睡着了。还好你还是来了。我看见你了。
0,呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜
0,点了烧鸭和叉烧，结果两样都没有，强行换成白切鸡和肉卷。我的内心是崩溃的
0,该亲的时候就要亲搞这么甜蜜粉红还让不让人活赐我一个这样的和尚吧
0,其实，我需要的只是一个夏天一起吃冰棍，冬天一起晒太阳，一起慢慢变胖，一起吵吵减肥的人，可为什么感觉一切的一切都与我渐行渐远。就因为我胖！！！
0,哼最近等2ne1回归都有点心力交瘁了杨菊花猜谜玩上瘾了是吧21号要不是21整团杨你就狗带吧
0,完蛋…我之前一定是太宠自己了…这个冬天怎么过
0,有人在旁边给我剧透，会气到想把人掐死，我说真的
0,电脑太旧了，做不了渲染，用不了ps。。。我想换一台，抽我吧
0,电瓶市场猫腻多多！头一次在华东汽配城花了两千六卖了五个电瓶居然是翻新电瓶！纸箱上居然标明是军用专攻电瓶！品牌为铭爵电瓶！据现在了解电瓶为苏北一家厂里生产！良心黑到过头！现在的商家在我们中国坑人就是这么坑的！用了十来天电瓶就没用了！??
1,介个女人说会疼我一辈子?我信啦hiahia
1,晚安，还算不错的一天。有些人不必等
0,这不让看，那不让看，我们就看喜羊羊和熊出没好不好？
0,不和我说我以为你们很好和我说我又害怕又担心解决不了问题
0,物流出错还把之前的物流信息都给删除了！当我不知道是吧！
1,??咖啡和花的香气充满了整个房间窗外很冷被窝很温暖再拆一包饼干吃掉然后睡到昏天黑地～各位晚安噢
1,我郑重的宣布???我们在一起了！！！瞒了大家太久真不好意思我们一定会幸福的哈哈哈哈哈
1,这小说我给七分。剧情中规中矩，天降系打倒一切～不过人物塑造差一点，虽然轻小说都这样。依旧没什么卵用的标题，但是这个作者首位都强行点题……就是最终走的居然不是妹线让我很伤心……都辣么辛苦让妹妹复活了居然不推……没什么事的话看一看没问题，但是不太吸引我就是……
0,苹果电脑怎么不能同时把网页和word文档同时在屏幕上显示出来啊，气死我了！什么更新的新系统！
0,带着盖子微波加热使得后来打不开怎么办？拿手搂子吓唬吓唬就好了！
1,大雪飘飘，领着宝儿，看遍山上雪景
1,【刘道玉！一位超前的教育改革家】担任武汉大学校长期间……刘道玉大力倡导自由开放校风，大刀阔斧改革高等教育、领风气之先、卸职之后……他矢志不渝探索理想教育！抨击教育积弊，呼唤创造性人才培养：言论振聋发聩。
1,麦兜精神七：感谢我的双眼，再小，再眯，我也能看见，日出，日落，花开，花谢。
1,上天还是对我好的，没有延误我去旅行的计划，一场说走就走的旅程即将开始，玩的开心！虽然天很冷但内心是热的
0,眼睛很干肚子很饿脚板发热脑壳空白睡不着
0,哎，累死了，在家里拿衣服加工手缝，手被戳无数次，累啊
1,我刚才听见有窗玻璃摔碎的声音！各位在外的亲们注意安全！//@单线程布丁:靠！还好我没打车回家。不然一定南浦大桥的
0,我的假期、一年就只有一次的假期……倒计时最后一天…太舍不得了…不想睡…睡过去就没有了
1,超爱陈奕迅大大的歌啊啊啊啊啊啊~每天循环啊百听不腻啊~~
1,今天家里停水电一天盼了一天的美美美总算回家我的排骨炖海带得到一致好评哈哈哈好开心天黑漆漆的还没来电可惜的是投影仪连不上和美美美挤在沙发上彼此给对方安全感只点了蜡烛的客厅变的别有一番情趣小丽怕廖布什怕只有我俩
0,大概不会有人想要去深究我到底喜欢什么，我到底过的开不开心，因为在这个颜值的社会，我没有颜值，都说人要有修养，不那么肤浅，可是好多事都会跑来好心的帮你佐证，你错了
1,爱情是点点滴滴的积累，一点一滴，慢慢珍藏在心底，慢慢在心底酝酿，两个人一起来呵护。------悄悄的，爱情变了，变成了一种叫做幸福的东西，萦绕在两个人之间，一生一世……
1,冬天的幸福似乎缩小成为捧着装了大半杯温水的玻璃杯子这样的小事。
1,快了，快了，快可以回家看雪了，哈哈哈哈哈
0,我尼玛马上就是给专门给组织室干活的狗，尼玛尼玛，一下午只有组织室不停找我，直接交给我完，麻痹地
0,草泥马，听不懂人话就滚蛋，不会说话就闭嘴，傻逼不轻了，越说越来劲了
1,冬天里穿的暖暖的就有幸福感～其实我是想说，晚上去看了然后回来心情就特别好，每次心情一好就想自拍
0,都已经穷到没钱开饭了，为什么还想着买书呢…而且刚买回来的书也没看完……但是又好像买……
0,某些女生总是喜欢午休的时间在走廊上大声喧哗!!尼玛不能道德点吗?!!
0,大晚上刷什么热门微博全是恐怖恶心的睡不着了
0,懂事起第二次忘了提前看日历祝妈妈生日快乐，第一次是去年，第二次是今天，为什么自己变成了这样，好讨厌。
1,分工明确、有条有序、挥汗如雨一气呵成！一份非专业的牛排套餐得到了小宝的认可
1,坚信不疑的坚持下去。。。。只为灿烂的阳光
0,最受伤的不是因为一些事一些纠纷而引起而是因为一句和你一起真的挺累的
1,冷清的校园，冷清的街道，扑面而来的冷风……冷冷的气息弥漫在校园之中……热闹的估计也只有这一群小家伙了……话说你们不怕冷吗？！
0,故国山川，故园心眼，还似王粲登楼⑻。
1,做喜歡的事我們堅持了聽著心走不知闖進意外之境我與愛的人們我們彼此珍惜謝謝你們
0,最后一天以未成年少女的身份招摇撞骗，想想也是心塞
0,现在逼的姐真想骂人，一个孕妇挺着肚子干了一天，累的腰都酸了，还这不行那不行的，又要重干！电脑，复印机辐射姐一天了！这破老板，真他妈的想骂人
0,真尼玛讨厌让别人帮忙前不加“请”后不加“谢”还一副理直气壮的“来，XXX你给我拿一下那个”真想让你滚蛋，惯的你的臭毛病，果然是从小没教养
0,女人既不是善良的天使；也不凶恶的魔鬼；而仅仅是个凡人！而且从爱情和情感的力量来看、她们是比男子更软弱的受造之物！
0,都大四了还死乞白赖地让上课，做题！我服了你了！
0,都等了4年了吧我不管罗必须得是第十人如果尾田哪天漫画定下来第十人不是罗我就弃番弃番！我要是尾田为了留住卡米亚也得让罗进主线！！我他妈看的这几个漫画吧银魂也不知道走什么神剧情都不够我遭心的！
1,5点半，终究还是喂奶了。也不错啦
1,没事的.事事一件件来.冷静处理才有满意的答卷.
0,上一百斤的感受就是不穿鞋站在地板上脚丫都疼。
1,12点给我祝福的都是真爱吧谢谢你们！十九岁
0,再也不追港剧了，剧情好可怕。躺下都睡不着！
0,前天旁边坐了个感冒男，昨天是感冒女。然后今天成功地鼻塞。不要让我再看到你俩，因为我想踹你俩
1,愿世界和平空气清新亲友安好期末都过。
1,真是选了个好日子啊没有太阳又下雨的，风真的好大好大而且刚下过雨山区里面好冷啊，穿了黄的衣服感觉身体看起来短了一大截，不过这个萧瑟的view也很有feel，真的很漂亮啊，只是回去之后两个人狂打喷嚏，吃饭那里的老板也很可爱给我们送汤哈哈，anyway，aniceday
1,啊哈哈哈！我以前就是这样下象棋的
1,果然是全世界最好的队长最喜欢你了
0,我能理解那些走投无路的人，本不想坏都是逼出来的有些事情真的不是靠自己的双手就能实现的，不是努力就能蒸蒸日上，当做了所有，发现一点作用都没有，，人感到绝望，感到松劲，感到厌世，感到无奈，实在没有退路，实在没有办法，每天提心吊胆，害怕也没用，毫不留情，生活它能把你折腾的多惨就怎么来
1,说好的，工作，婚礼两不误呢，不能怪我，工作上那么多事，问我婚礼还差什么，只能一头雾水了，哎，原谅我老了，脑子不好用了
1,看到每晚都会有人和你说晚安，我会很为你开心
1,都是我喜欢的手表。????今天是个特殊的日子。来记录一下。提车回来
1,?在学校过了个生日虽然简单但是很开心！！！?给你们看一下我的E罩杯蛋糕哈哈哈哈
0,都是些什么人～大清早的就气死我了～不来就不关我什么事的
0,美丽的花儿！?就这样凋零了！?不缺水不缺肥的，难道是冻死了？！还能救活吗？！心疼呦～
0,天天下雨??，这样真的好吗？早起的娃儿赶着去学校，每天都是一路小跑，最近几天小区电梯又坏了一个，严重耽误了我们的时间，好不容易盼来了，竟然是满员，只好继续等，以致于每天都要等上10分钟左右，晕啊晕啊～搞的我们上学路上超紧张的，电梯啊，赶紧修好吧?
1,我的老妈，生日快乐，越活越年轻，么么哒
0,???好想找个地方放肆地睡他个昏天暗地没光没声没人吵还有这雨能特么滚蛋不
0,成天跟我斗智斗勇的等着屁股开花吧
1,刚才为了赶电梯一路小跑上去，所有人都夸我，哎呀！真是身手矫健呐！然后一个阿姨就说，小姑娘，你不能这样跑哦！表出斯情哦~我说，么得事，我也不好意思让你们大家等哎。不过听到人家夸我，还是蛮开心的！我再也不是先生口中的肥子准妈啦
1,明明可以靠颜值，而我却只能靠实力
1,惨到吃土不得已约片换饭爱死室友宝宝送的钥匙环简直新宠
0,#韩语老师自学日语#第81天，打卡。新标日这本教材的词汇量有点丧心病狂，逼得我决定暂时不往下学进度，先整理词汇了。答：两门语言一起学可以，但方法不当的话会影响效率；语言实践的前提之一是背，背很关键
0,领导绝对是不会和你讲理的！百口莫辩，绝对是克我！看你就烦
1,互相陪伴了一段路，才明白只有知根知底还聊得来的人，才能走到身边、才能聚到一起。有人来自然就有人走，留下的都是看到你的全部、依然愿意留在你身边的人。爱情友情都一样：深情不及久伴，厚爱无需多言。久处不厌才是真情
1,一直太忙没时间收拾房间，从网上请来了钟点工一问之下人家是做月嫂带婴儿的，临时闲着没事被派来原来家政公司通过网络看出来我是巨婴了吗果然还是宝宝还是个巨大的宝宝
1,失败就多试几次，终于成功咯，海绵蛋糕
0,要怎么应付那些不尊重别人，又总是找领导来压人的人呢？真是不爽
0,果断想骂人。空运不是比陆运快吗
0,行！！！有本事你以后就天天一到我上班的时候就下雨！！！！
0,双十一的快递速度太磨砺人的耐心了
1,深夜来唠嗑，昨天去了好多地方。南坪，洪崖洞，朝天门，沙坪坝。哈哈。穷游还是累不死的节奏。弄得有点精分。
0,还没感受到月薪一万的快乐就欠下了巨多的人情债，连个狗都没有，干个屁啊，报个进度款改十八遍，疯了，快放我回去
1,据我多年观察发现，膀胱内神经感受器的传导回路应该与胃相通。因为每到晚上，饿意与尿意总是相伴而来。。。
0,肺都快气炸了！弟弟也是够了！睡觉也不安稳在那踢柜子！要妈妈，你多大了！
0,今天的裁判是瞎子吗。。。尼玛这踢的什么鬼，连香港都踢得那么费劲
0,幼师这行真是吃力不讨好的职业，分分钟都想上吊。
0,我虚度我的时光我乐意。你们虚度我的时光那就是谋杀。
0,在洗澡！满头的洗发水泡沫准备冲洗！突然砰的一声！水管爆裂水流像瀑布！赶快包着浴巾头巾！跑去楼道水房关了水闸！我气的有想要拆掉房子的冲动！一夜没睡躺在沙发上！我真特么……………
0,我今儿真是倒霉透了，碰见瞎了眼的高中生叫我阿姨，把我们薇薇的衣服扔进油锅，我真是！要！疯！
0,上千万上只“”奔腾而过，踏得我火冒三丈！没见过无此无懒的人！！已经打扰到我正常生活了！
1,读初中那会儿家里的天花板是一块塑料布，墙的四面都是缝隙。那时候最害怕夜里睡觉会从屋梁上掉下什么不明生物，这种害怕伴随了好长一段时间。现在家里早已换了天花板，想起那段时间还是心有余悸。生活都是慢慢变更好的，一切不顺心的事情都会过去，即使新的困难出现，但那时候我们也会变的更强不是么。
1,neo巧克力三代买家秀，萌爆了，原谅我刷屏了
0,为什么所有的事情都不按我所计划的来！某人你太耽误我事了！所有的问题都是因为你！你是皇军派来的叛徒那？
1,每个人心中都有一团火，路过的人只看到烟花
0,怪不得是这样落水狗的下场，人家狗狗还有情有义呢
0,毫无征兆的，腰突然疼了起来。这几日颈椎也不好，头不敢动，腰不能动，，
0,堵，嗓子眼堵的慌，估计又得失眠。。。
1,明天回家个老人家们个surprise！
1,这是你人生的初雪～可惜你只能呆在家里嘿嘿～每天爱你多一点～
0,也是忍不下自己做的荤菜了，自己都吃不下，还是继续素菜和煲汤吧
1,感谢环卫工人为我们扫雪！路滑哭了…还好没摔。走教室画了15分钟?。要不是铲了一部分估计更久深深的敬意！
1,肚子饿会起来给我炒饭，还记得放虾仁的亲生老公呀！
1,肚子还疼着再过几个小时就要进城了但愿肚子争点气
0,也不知道为什么每次别人对我好的时候我不会被感动反而会一直怀疑
1,如果明天我遇上了好运气。一定是因为今天我用尽了全部的力气.????????????????
1,今天在红糖罐看了丢火车，对，主要在看他
1,就这么安安静静听着雨声入睡好幸福想想昨天遇到那么好心的叔叔阿姨好幸福然而那些实质性的东西带来的永远都是一时的满足那些疏忽换来的奇遇和感动才是永恒虽然可能一生只有一面之缘但是已经留下了最美的瞬间这应该就是做志愿最吸引我的地方吧
0,这么紧凑的课程表我高中都不曾体会。怎么实习还这么严格，这难道就是培养班主任的节奏了嚒。实习老师还有跑操，还要那么早熄灯。这真的是“你@苏荷半道在南方的艳阳里大雪纷飞”。YUMEI不哭！YUMEI加油！这几月我也是溧水三中人！
0,这雨下的黏黏糊糊湿了吧唧的这天阴的灰灰暗暗不见天日的整个人都不好不好的
0,世界上最可悲的事情莫过于心怀大志却又光阴虚度。
0,光开放二胎有屁用啊还不是女人辛苦又要赚钱还要带娃请求开放二夫一个赚钱一个带娃迪拜女人只花钱德国女人只工作曰本女人只带孩子，中国女人就是超人女汉子你得工作创业洗衣服做饭带孩子打扫卫生收拾家伺候老公教育子女对外和谐社会关系对内和谐家庭关系谁TM说女人是水做的中国女人简直是水泥做的
0,他穷困潦倒，她不离不弃。她问他“你们男人都说女人如衣服！你会不会有就抛弃我。”他坚定地说不会……原来她家其实很有钱。在她的帮助下他事业有成，外遇却也不期而至：她质问“你当初的诺言呢。”他只是淡淡地说“那时我知道你有钱：而我也没有别的衣服，”
0,我在西安很少见人嚼槟榔，但是在湖南这边，只要是男人，百分之九十八嘴里都嚼着槟榔，房间里，电梯里，车上，浓浓的槟榔味儿，快要被熏晕了
1,豁然开朗——所有的困难全部消散！哈哈哈哈哈哈！喔喔喔！——天将降大任于斯人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为也，所以动心忍性，增益其所不能。
0,丫的总有那么几只疯狗精神病院跑出来
0,丫的。越来越讨厌这公司，这公司各种关系户，各种拍马屁，又不尊重人，真希望这公司能长长久久
0,对不起：我鼓起勇气却说不出口：换种方式像你道歉，不知能否得到你的原谅！
0,你在美国的状况我知道，心疼你，能给我机会么，每当你说想要男朋友时我都想说难道我就不行么
1,对吃没有抵抗力的小吃货们，哈哈哈哈简直萌哭了！
1,清新、优雅、宁静，仿佛身临其境。
1,感觉自己是个天才，自学了房屋建筑学，画完了正图
